Billable Flag,Date,Department,Employee,Expense Subtype,Expense Type,Expense Amount
N,11/23/20 0:00,Sales,Helenka Lotte,Hotel,Travel,10.11
Y,2/20/20 0:00,Support,Marshal Hicklingbottom,Lunch,Meals,10.11
Y,2/20/20 0:00,Support,Marshal Hicklingbottom,Lunch,Meals,10.11
N,3/16/20 0:00,Sales,Pollyanna Slesser,Group Meal - External,Meals,10.12
N,10/2/20 0:00,Support,Jacenta Conachy,Lunch,Meals,10.13
N,5/8/20 0:00,Support,Delbert Giamuzzo,Lunch,Meals,10.15
N,5/8/20 0:00,Support,Delbert Giamuzzo,Lunch,Meals,10.15
N,11/20/20 0:00,Sales,Dolorita Housego,Lunch,Meals,10.15
Y,7/2/20 0:00,Support,Sherlocke Lantuff,Lunch,Meals,10.15
N,3/18/20 0:00,Sales,Neville Reddoch,Lunch,Meals,10.16
N,4/21/20 0:00,Support,Inesita Scollick,Hotel,Travel,10.16
N,4/21/20 0:00,Support,Inesita Scollick,Hotel,Travel,10.16
N,4/24/20 0:00,Support,Constance Griffitts,Hotel,Travel,10.16
N,4/27/20 0:00,Sales,Josephine Andreassen,Group Meal - External,Meals,10.16
Y,1/26/20 0:00,Support,Delbert Giamuzzo,Hotel,Travel,10.16
Y,1/26/20 0:00,Support,Delbert Giamuzzo,Hotel,Travel,10.16
N,2/8/20 0:00,Sales,Symon Foxall,Breakfast,Meals,10.17
N,4/3/20 0:00,Support,Kimberlyn Dubs,Lunch,Meals,10.17
N,5/19/20 0:00,Support,Inesita Scollick,Lunch,Meals,10.17
N,5/19/20 0:00,Support,Inesita Scollick,Lunch,Meals,10.17
N,4/6/20 0:00,Sales,Marline Dorrell,Hotel,Travel,10.18
N,4/9/20 0:00,Support,Sadella Dalgardno,Dinner,Meals,10.18
N,5/10/20 0:00,Support,Rowen Elam,Hotel,Travel,10.18
N,6/22/20 0:00,Sales,Charin Tolley,Hotel,Travel,10.18
N,6/22/20 0:00,Human Resources,Lynn Divers,Dinner,Meals,10.18
N,7/15/20 0:00,Sales,Friederike Agdahl,Hotel,Travel,10.18
N,9/18/20 0:00,Sales,Charin Tolley,Lunch,Meals,10.18
N,10/10/20 0:00,Sales,Gabey Brake,Lunch,Meals,10.18
N,1/22/20 0:00,Support,Rorke Beggs,Lunch,Meals,10.19
N,6/8/20 0:00,Sales,Lamar Swidenbank,Taxi,Travel,10.2
N,8/18/20 0:00,Support,Willis Borthram,Taxi,Travel,10.2
N,8/31/20 0:00,Support,Jacenta Conachy,Lunch,Meals,10.2
N,11/21/20 0:00,Support,Cyril Pask,Parking,Travel,10.2
Y,1/10/20 0:00,Support,Marshal Hicklingbottom,Lunch,Meals,10.2
Y,1/10/20 0:00,Support,Marshal Hicklingbottom,Lunch,Meals,10.2
Y,7/17/20 0:00,Support,Myrtia Victory,Lunch,Meals,10.2
N,4/19/20 0:00,Sales,Symon Foxall,Breakfast,Meals,10.21
N,2/22/20 0:00,Sales,Courtenay Osborn,Breakfast,Meals,10.22
N,10/5/20 0:00,Sales,Lauryn Eldershaw,Other,Miscellaneous,10.22
N,2/23/20 0:00,C-level,Conney Greetham,Lunch,Meals,10.23
N,7/13/20 0:00,Support,Issy Simonato,Parking,Travel,10.23
N,11/24/20 0:00,C-level,Carmen Lowther,Lunch,Meals,10.23
N,12/18/20 0:00,Sales,Karole Verner,Hotel,Travel,10.23
N,2/16/20 0:00,Sales,Ginevra Filgate,Hotel,Travel,10.24
N,3/7/20 0:00,Support,Maryellen Gavin,Taxi,Travel,10.24
N,3/23/20 0:00,Sales,Ginevra Filgate,Hotel,Travel,10.24
N,5/7/20 0:00,Sales,Carolus Simner,Hotel,Travel,10.24
N,6/23/20 0:00,Sales,Ginevra Filgate,Hotel,Travel,10.24
N,8/19/20 0:00,Sales,Carolus Simner,Hotel,Travel,10.24
N,9/1/20 0:00,Sales,Stace Grumbridge,Hotel,Travel,10.24
N,9/9/20 0:00,Sales,Ginevra Filgate,Hotel,Travel,10.24
N,9/22/20 0:00,Sales,Stace Grumbridge,Hotel,Travel,10.24
N,11/4/20 0:00,Sales,Carolus Simner,Hotel,Travel,10.24
N,11/7/20 0:00,Support,Delbert Giamuzzo,Hotel,Travel,10.24
N,11/29/20 0:00,Support,Lindsey Schruurs,Hotel,Travel,10.24
N,12/4/20 0:00,Sales,Cornie Crowter,Hotel,Travel,10.24
N,12/14/20 0:00,Sales,Jacquelynn Allport,Hotel,Travel,10.24
N,12/15/20 0:00,Sales,Ginevra Filgate,Hotel,Travel,10.24
N,12/18/20 0:00,Support,Inesita Scollick,Hotel,Travel,10.24
Y,1/26/20 0:00,Support,Delbert Giamuzzo,Hotel,Travel,10.24
Y,1/26/20 0:00,Support,Delbert Giamuzzo,Hotel,Travel,10.24
Y,4/17/20 0:00,Engineering,Grannie Eales,Hotel,Travel,10.24
Y,6/22/20 0:00,Support,Russell Witchalls,Dinner,Meals,10.24
N,4/13/20 0:00,Support,Lindsey Schruurs,Hotel,Travel,10.25
N,4/14/20 0:00,Support,Farra Duckett,Hotel,Travel,10.25
N,4/17/20 0:00,Sales,Kevyn Caswill,Hotel,Travel,10.25
N,4/22/20 0:00,Support,Issy Simonato,Hotel,Travel,10.25
N,4/30/20 0:00,Support,Rowen Elam,Hotel,Travel,10.25
N,5/18/20 0:00,Sales,Janka Sellen,Hotel,Travel,10.25
N,5/22/20 0:00,Sales,Cornie Crowter,Hotel,Travel,10.25
N,5/22/20 0:00,Sales,Harcourt Barlass,Hotel,Travel,10.25
N,5/31/20 0:00,Sales,Danie Truin,Hotel,Travel,10.25
N,8/31/20 0:00,Sales,Josephine Andreassen,Dinner,Meals,10.25
Y,3/16/20 0:00,Support,Myrtia Victory,Dinner,Meals,10.25
N,6/12/20 0:00,Engineering,Nil Hamm,Dinner,Meals,10.26
N,10/31/20 0:00,Support,Jacenta Conachy,Lunch,Meals,10.26
N,7/18/20 0:00,Engineering,Grannie Eales,Lunch,Meals,10.27
N,12/16/20 0:00,Sales,Friederike Agdahl,Breakfast,Meals,10.27
Y,3/8/20 0:00,Support,Grannie Eales,Lunch,Meals,10.27
N,3/27/20 0:00,Support,Issy Simonato,Parking,Travel,10.28
N,12/4/20 0:00,Support,Jacenta Conachy,Lunch,Meals,10.28
Y,3/29/20 0:00,Support,Jacenta Conachy,Lunch,Meals,10.28
N,7/19/20 0:00,Sales,Symon Foxall,Dinner,Meals,10.29
Y,7/17/20 0:00,Support,Myrtia Victory,Lunch,Meals,10.29
N,2/17/20 0:00,Support,Jacenta Conachy,Lunch,Meals,10.31
N,7/31/20 0:00,Sales,Cornie Crowter,Hotel,Travel,10.31
N,8/4/20 0:00,Engineering,Claribel Dunseath,Dinner,Meals,10.31
N,10/19/20 0:00,Support,Ellery Aucock,Hotel,Travel,10.31
N,10/20/20 0:00,Sales,Ginevra Filgate,Other,Miscellaneous,10.31
N,11/15/20 0:00,Sales,Stearn Bidwell,Taxi,Travel,10.31
N,12/17/20 0:00,Sales,Janka Sellen,Hotel,Travel,10.31
Y,2/28/20 0:00,Support,Cyril Pask,Hotel,Travel,10.31
N,2/24/20 0:00,Sales,Carolus Simner,Breakfast,Meals,10.32
N,4/1/20 0:00,Sales,Helenka Lotte,Lunch,Meals,10.32
N,11/16/20 0:00,Sales,Janka Sellen,Lunch,Meals,10.32
N,1/13/20 0:00,Sales,Joli Legon,Dinner,Meals,10.34
N,1/13/20 0:00,Sales,Joli Legon,Taxi,Travel,10.34
N,5/1/20 0:00,Sales,Jacquelynn Allport,Breakfast,Meals,10.34
N,10/29/20 0:00,Sales,Friederike Agdahl,Hotel,Travel,10.34
N,6/8/20 0:00,Sales,Charin Tolley,Dinner,Meals,10.35
N,10/30/20 0:00,Support,Inesita Scollick,Breakfast,Meals,10.35
N,10/30/20 0:00,Support,Inesita Scollick,Breakfast,Meals,10.35
Y,2/12/20 0:00,Support,Rafaela Beels,Dinner,Meals,10.35
Y,2/12/20 0:00,Support,Rafaela Beels,Dinner,Meals,10.35
N,1/22/20 0:00,Sales,Jada Fain,Office Supplies,Operations,10.36
N,5/20/20 0:00,Engineering,Nil Hamm,Dinner,Meals,10.36
N,10/12/20 0:00,Accounting,Carmen Lowther,Lunch,Meals,10.36
N,10/23/20 0:00,Support,Nani Favel,Lunch,Meals,10.36
N,2/20/20 0:00,Sales,Rutherford Muccino,Lunch,Meals,10.37
N,7/23/20 0:00,Sales,Lauryn Eldershaw,Lunch,Meals,10.37
N,10/16/20 0:00,Support,Rafaela Beels,Lunch,Meals,10.37
N,10/16/20 0:00,Support,Rafaela Beels,Lunch,Meals,10.37
N,10/24/20 0:00,Support,Cyril Pask,Gasoline,Travel,10.37
N,11/10/20 0:00,Sales,Friederike Agdahl,Hotel,Travel,10.37
Y,5/17/20 0:00,Support,Myrtia Victory,Dinner,Meals,10.37
N,1/23/20 0:00,Support,Kimberlyn Dubs,Dinner,Meals,10.38
N,1/28/20 0:00,Support,Sibilla Gockelen,Hotel,Travel,10.38
N,2/4/20 0:00,Sales,Sharity Edser,Hotel,Travel,10.38
N,9/17/20 0:00,Sales,Sharity Edser,Hotel,Travel,10.38
N,9/29/20 0:00,Support,Sibilla Gockelen,Hotel,Travel,10.38
N,3/24/20 0:00,Sales,Donnajean Skellorne,Lunch,Meals,10.39
N,10/2/20 0:00,Support,Jacenta Conachy,Lunch,Meals,10.4
N,10/20/20 0:00,Sales,Ginevra Filgate,Lunch,Meals,10.4
Y,2/11/20 0:00,Support,Malissia Sweetzer,Lunch,Meals,10.4
N,7/31/20 0:00,Sales,Lane Moncrieffe,Taxi,Travel,10.41
N,11/4/20 0:00,Sales,Jacquelynn Allport,Taxi,Travel,10.41
N,11/27/20 0:00,Support,Myrtia Victory,Lunch,Meals,10.41
N,11/29/20 0:00,Support,Grannie Eales,Lunch,Meals,10.41
N,12/18/20 0:00,Sales,Kettie Petheridge,Lunch,Meals,10.41
Y,10/17/20 0:00,Support,Gerek Axelby,Lunch,Meals,10.41
N,2/22/20 0:00,Sales,Courtenay Osborn,Dinner,Meals,10.42
N,5/17/20 0:00,Sales,Friederike Agdahl,Lunch,Meals,10.42
N,6/28/20 0:00,Sales,Friederike Agdahl,Breakfast,Meals,10.42
N,10/5/20 0:00,Sales,Lauryn Eldershaw,Breakfast,Meals,10.42
N,11/16/20 0:00,Sales,Friederike Agdahl,Breakfast,Meals,10.42
N,11/18/20 0:00,Support,Marinna Manford,Lunch,Meals,10.42
N,12/6/20 0:00,Support,Russell Witchalls,Office Supplies,Operations,10.42
N,1/15/20 0:00,Engineering,Pippa Emslie,Taxi,Travel,10.43
N,3/1/20 0:00,Sales,Jada Fain,Lunch,Meals,10.43
N,4/6/20 0:00,Support,Janel Hradsky,Hotel,Travel,10.43
N,4/14/20 0:00,Engineering,Olenka Rosas,Breakfast,Meals,10.43
N,7/19/20 0:00,Sales,Elvin Chedzoy,Hotel,Travel,10.43
N,9/13/20 0:00,Sales,Danie Truin,Lunch,Meals,10.43
N,9/28/20 0:00,Sales,Kettie Petheridge,Other,Miscellaneous,10.43
N,11/3/20 0:00,Sales,Nerta Potkin,Hotel,Travel,10.43
Y,7/4/20 0:00,Support,Rafaela Beels,Hotel,Travel,10.43
Y,7/4/20 0:00,Support,Rafaela Beels,Hotel,Travel,10.43
N,6/15/20 0:00,Engineering,Pippa Emslie,Taxi,Travel,10.44
N,8/16/20 0:00,Sales,Friederike Agdahl,Lunch,Meals,10.44
N,10/31/20 0:00,Support,Jacenta Conachy,Lunch,Meals,10.44
Y,3/29/20 0:00,Support,Jacenta Conachy,Lunch,Meals,10.44
N,2/18/20 0:00,Human Resources,Carmen Lowther,Lunch,Meals,10.45
N,8/6/20 0:00,Accounting,Carmen Lowther,Hotel,Travel,10.45
N,9/17/20 0:00,Support,Kimberlyn Dubs,Breakfast,Meals,10.45
Y,10/8/20 0:00,Support,Graeme Cafferky,Breakfast,Meals,10.45
N,1/29/20 0:00,Support,Lindsey Schruurs,Breakfast,Meals,10.46
N,4/9/20 0:00,Support,Nani Favel,Lunch,Meals,10.46
N,5/27/20 0:00,Sales,Marline Dorrell,Breakfast,Meals,10.46
N,7/22/20 0:00,Sales,Horatio Kitcherside,Parking,Travel,10.46
N,12/5/20 0:00,Sales,Dolorita Housego,Dinner,Meals,10.46
Y,10/31/20 0:00,Support,Gerek Axelby,Lunch,Meals,10.46
N,12/12/20 0:00,Support,Gerek Axelby,Other,Miscellaneous,10.47
Y,5/3/20 0:00,Support,Sherlocke Lantuff,Hotel,Travel,10.47
Y,8/29/20 0:00,Support,Marshal Hicklingbottom,Hotel,Travel,10.47
Y,8/29/20 0:00,Support,Marshal Hicklingbottom,Hotel,Travel,10.47
N,2/6/20 0:00,Sales,Ginevra Filgate,Internet,Operations,10.48
N,4/13/20 0:00,Support,Lindsey Schruurs,Lunch,Meals,10.48
N,7/22/20 0:00,Sales,Horatio Kitcherside,Dinner,Meals,10.48
N,9/30/20 0:00,Support,Lonnard Luipold,Breakfast,Meals,10.48
Y,3/16/20 0:00,Support,Myrtia Victory,Dinner,Meals,10.48
N,2/5/20 0:00,Engineering,Padriac Whitsey,Lunch,Meals,10.49
Y,3/26/20 0:00,Support,Rafaela Beels,Hotel,Travel,10.49
Y,3/26/20 0:00,Support,Rafaela Beels,Hotel,Travel,10.49
N,5/10/20 0:00,Human Resources,Marianna Monro,Breakfast,Meals,10.5
N,5/18/20 0:00,Sales,Janka Sellen,Lunch,Meals,10.5
N,6/4/20 0:00,Sales,Johnny Deluca,Dinner,Meals,10.5
N,6/18/20 0:00,Sales,Sharity Edser,Breakfast,Meals,10.5
N,8/31/20 0:00,Support,Jacenta Conachy,Lunch,Meals,10.5
N,2/3/20 0:00,Support,Maryellen Gavin,Lunch,Meals,10.51
N,3/25/20 0:00,Engineering,Stesha Gianotti,Hotel,Travel,10.51
N,6/16/20 0:00,Support,Magdalene Schoenleiter,Hotel,Travel,10.51
N,6/19/20 0:00,Support,Marinna Manford,Dinner,Meals,10.51
Y,1/26/20 0:00,Support,Delbert Giamuzzo,Hotel,Travel,10.51
Y,1/26/20 0:00,Support,Delbert Giamuzzo,Hotel,Travel,10.51
Y,3/22/20 0:00,Support,Malissia Sweetzer,Lunch,Meals,10.51
N,1/23/20 0:00,Sales,Jsandye Hardin,Group Meal - Internal,Meals,10.52
N,6/9/20 0:00,Support,Nani Favel,Shipping,Operations,10.52
Y,1/26/20 0:00,Support,Marshal Hicklingbottom,Dinner,Meals,10.52
Y,1/26/20 0:00,Support,Marshal Hicklingbottom,Dinner,Meals,10.52
N,7/2/20 0:00,Support,Myrtia Victory,Lunch,Meals,10.53
N,8/20/20 0:00,Engineering,Cortney Gosneye,Lunch,Meals,10.53
N,3/5/20 0:00,Sales,Kevyn Caswill,Hotel,Travel,10.54
N,3/25/20 0:00,Support,Rowen Elam,Hotel,Travel,10.54
N,4/3/20 0:00,Support,Nani Favel,Office Supplies,Operations,10.54
N,4/14/20 0:00,Support,Sibilla Gockelen,Hotel,Travel,10.54
N,4/20/20 0:00,Sales,Sharity Edser,Hotel,Travel,10.54
N,6/29/20 0:00,Support,Delbert Giamuzzo,Hotel,Travel,10.54
N,6/29/20 0:00,Support,Delbert Giamuzzo,Hotel,Travel,10.54
N,8/4/20 0:00,Support,Inesita Scollick,Hotel,Travel,10.54
N,8/4/20 0:00,Support,Inesita Scollick,Hotel,Travel,10.54
N,10/30/20 0:00,Support,Inesita Scollick,Hotel,Travel,10.54
N,10/30/20 0:00,Support,Inesita Scollick,Hotel,Travel,10.54
N,11/18/20 0:00,Support,Marinna Manford,Hotel,Travel,10.54
Y,3/15/20 0:00,Support,Grannie Eales,Breakfast,Meals,10.54
Y,3/25/20 0:00,Support,Rowen Elam,Hotel,Travel,10.54
Y,4/6/20 0:00,Support,Rafaela Beels,Hotel,Travel,10.54
Y,4/6/20 0:00,Support,Rafaela Beels,Hotel,Travel,10.54
Y,11/2/20 0:00,Support,Hedy Hodinton,Hotel,Travel,10.54
N,7/20/20 0:00,Sales,Sharity Edser,Hotel,Travel,10.55
N,8/28/20 0:00,Support,Sibilla Gockelen,Hotel,Travel,10.55
N,4/21/20 0:00,Support,Inesita Scollick,Hotel,Travel,10.56
N,4/21/20 0:00,Support,Inesita Scollick,Hotel,Travel,10.56
N,5/1/20 0:00,Sales,Symon Foxall,Hotel,Travel,10.56
N,5/4/20 0:00,Sales,Friederike Agdahl,Hotel,Travel,10.56
N,10/17/20 0:00,Sales,Helenka Lotte,Breakfast,Meals,10.56
N,11/2/20 0:00,Engineering,Stesha Gianotti,Lunch,Meals,10.56
Y,8/21/20 0:00,Support,Constance Griffitts,Lunch,Meals,10.56
N,3/7/20 0:00,Support,Maryellen Gavin,Office Supplies,Operations,10.57
N,12/18/20 0:00,Sales,Karole Verner,Hotel,Travel,10.57
N,12/18/20 0:00,Support,Rowen Elam,Lunch,Meals,10.57
N,6/22/20 0:00,Support,Issy Simonato,Lunch,Meals,10.58
N,12/1/20 0:00,Support,Inesita Scollick,Lunch,Meals,10.58
N,2/22/20 0:00,Sales,Courtenay Osborn,Internet,Operations,10.59
N,9/14/20 0:00,Sales,Friederike Agdahl,Breakfast,Meals,10.59
N,9/15/20 0:00,Support,Nani Favel,Breakfast,Meals,10.59
N,9/19/20 0:00,Sales,Gregorio Carmel,Dinner,Meals,10.59
Y,3/22/20 0:00,Support,Grannie Eales,Dinner,Meals,10.59
Y,3/30/20 0:00,Support,Sherlocke Lantuff,Hotel,Travel,10.59
N,5/31/20 0:00,Support,Magdalene Schoenleiter,Hotel,Travel,10.6
N,11/16/20 0:00,C-level,Carmen Lowther,Breakfast,Meals,10.6
N,1/29/20 0:00,Sales,Gabey Brake,Hotel,Travel,10.61
N,1/31/20 0:00,Support,Nani Favel,Lunch,Meals,10.61
N,3/13/20 0:00,Sales,Gregorio Carmel,Parking,Travel,10.61
N,4/3/20 0:00,Support,Lonnard Luipold,Taxi,Travel,10.61
N,4/19/20 0:00,Sales,Symon Foxall,Hotel,Travel,10.61
N,5/11/20 0:00,Sales,Friederike Agdahl,Lunch,Meals,10.61
N,5/18/20 0:00,Sales,Elvin Chedzoy,Breakfast,Meals,10.61
N,6/26/20 0:00,Support,Ellery Aucock,Lunch,Meals,10.61
N,8/31/20 0:00,Support,Lonnard Luipold,Taxi,Travel,10.61
N,9/20/20 0:00,Sales,Lauryn Eldershaw,Shipping,Operations,10.61
N,10/9/20 0:00,Support,Delbert Giamuzzo,Dinner,Meals,10.61
N,10/9/20 0:00,Support,Delbert Giamuzzo,Dinner,Meals,10.61
N,10/31/20 0:00,Support,Jacenta Conachy,Lunch,Meals,10.61
N,12/18/20 0:00,Sales,Erny Martensen,Parking,Travel,10.61
Y,1/10/20 0:00,Support,Marshal Hicklingbottom,Lunch,Meals,10.61
Y,1/10/20 0:00,Support,Marshal Hicklingbottom,Lunch,Meals,10.61
Y,1/31/20 0:00,Support,Graeme Cafferky,Gasoline,Travel,10.61
Y,2/21/20 0:00,Support,Rafaela Beels,Hotel,Travel,10.61
Y,2/21/20 0:00,Support,Rafaela Beels,Hotel,Travel,10.61
Y,2/27/20 0:00,Support,Marshal Hicklingbottom,Lunch,Meals,10.61
Y,2/27/20 0:00,Support,Marshal Hicklingbottom,Lunch,Meals,10.61
Y,5/9/20 0:00,Support,Marshal Hicklingbottom,Lunch,Meals,10.61
Y,5/9/20 0:00,Support,Marshal Hicklingbottom,Lunch,Meals,10.61
Y,5/23/20 0:00,Support,Gerek Axelby,Lunch,Meals,10.61
Y,8/21/20 0:00,Support,Constance Griffitts,Lunch,Meals,10.61
N,10/17/20 0:00,Sales,Helenka Lotte,Group Meal - External,Meals,10.62
Y,9/7/20 0:00,Support,Rafaela Beels,Gasoline,Travel,10.62
Y,9/7/20 0:00,Support,Rafaela Beels,Gasoline,Travel,10.62
N,5/20/20 0:00,Support,Kimberlyn Dubs,Lunch,Meals,10.63
N,7/6/20 0:00,Sales,Friederike Agdahl,Lunch,Meals,10.63
N,9/17/20 0:00,Support,Kimberlyn Dubs,Dinner,Meals,10.63
Y,3/28/20 0:00,Support,Marshal Hicklingbottom,Hotel,Travel,10.63
Y,3/28/20 0:00,Support,Marshal Hicklingbottom,Hotel,Travel,10.63
N,2/8/20 0:00,Sales,Symon Foxall,Mileage,Travel,10.64
N,3/17/20 0:00,Sales,Koral Jursch,Mileage,Travel,10.64
N,6/1/20 0:00,Sales,Sherlocke Trevear,Mileage,Travel,10.64
N,7/6/20 0:00,Support,Rorke Beggs,Mileage,Travel,10.64
N,7/20/20 0:00,Sales,Josephine Andreassen,Mileage,Travel,10.64
N,7/31/20 0:00,Sales,Sherlocke Trevear,Mileage,Travel,10.64
N,8/6/20 0:00,Sales,Marj Byfield,Mileage,Travel,10.64
N,8/6/20 0:00,Sales,Cati Behning,Mileage,Travel,10.64
N,8/27/20 0:00,Sales,Elvin Chedzoy,Mileage,Travel,10.64
N,12/17/20 0:00,Sales,Koral Jursch,Mileage,Travel,10.64
Y,12/27/20 0:00,Support,Myrtia Victory,Lunch,Meals,10.64
N,4/2/20 0:00,Sales,Hansiain Allwell,Hotel,Travel,10.65
N,4/25/20 0:00,Support,Cyril Pask,Dinner,Meals,10.65
N,5/1/20 0:00,Sales,Charin Tolley,Other,Miscellaneous,10.65
N,5/17/20 0:00,Sales,Jennifer Arnold,Lunch,Meals,10.65
N,6/11/20 0:00,Support,Ellery Aucock,Breakfast,Meals,10.65
N,6/15/20 0:00,Engineering,Pippa Emslie,Hotel,Travel,10.65
N,6/19/20 0:00,Support,Marinna Manford,Dinner,Meals,10.65
N,10/17/20 0:00,Support,Rafaela Beels,Dinner,Meals,10.65
N,10/17/20 0:00,Support,Rafaela Beels,Dinner,Meals,10.65
N,12/4/20 0:00,Support,Jacenta Conachy,Lunch,Meals,10.65
N,2/5/20 0:00,Engineering,Padriac Whitsey,Gasoline,Travel,10.66
N,8/4/20 0:00,Support,Jacenta Conachy,Lunch,Meals,10.66
N,12/17/20 0:00,Support,Kimberlyn Dubs,Lunch,Meals,10.66
Y,7/2/20 0:00,Support,Sherlocke Lantuff,Dinner,Meals,10.66
N,3/1/20 0:00,Sales,Jada Fain,Parking,Travel,10.67
N,3/23/20 0:00,Human Resources,Carmen Lowther,Lunch,Meals,10.67
N,9/17/20 0:00,Support,Kimberlyn Dubs,Lunch,Meals,10.67
N,1/16/20 0:00,Sales,Kevyn Caswill,Hotel,Travel,10.68
N,3/27/20 0:00,Support,Issy Simonato,Lunch,Meals,10.68
N,5/7/20 0:00,Sales,Gregorio Carmel,Lunch,Meals,10.68
N,6/1/20 0:00,Support,Willis Borthram,Breakfast,Meals,10.68
N,10/5/20 0:00,Sales,Lauryn Eldershaw,Other,Miscellaneous,10.68
N,10/31/20 0:00,Support,Jacenta Conachy,Lunch,Meals,10.68
Y,3/29/20 0:00,Support,Jacenta Conachy,Lunch,Meals,10.68
Y,5/8/20 0:00,Support,Jacenta Conachy,Lunch,Meals,10.68
Y,6/12/20 0:00,Support,Marshal Hicklingbottom,Hotel,Travel,10.68
Y,6/12/20 0:00,Support,Marshal Hicklingbottom,Hotel,Travel,10.68
N,2/15/20 0:00,Support,Farra Duckett,Lunch,Meals,10.69
N,3/16/20 0:00,Sales,Pollyanna Slesser,Dinner,Meals,10.69
N,8/26/20 0:00,Support,Janel Hradsky,Hotel,Travel,10.69
N,2/27/20 0:00,Support,Rafaela Beels,Breakfast,Meals,10.71
N,2/27/20 0:00,Support,Rafaela Beels,Breakfast,Meals,10.71
N,3/10/20 0:00,Engineering,Olenka Rosas,Hotel,Travel,10.71
N,3/15/20 0:00,Engineering,Cortney Gosneye,Hotel,Travel,10.71
N,3/16/20 0:00,Engineering,Padriac Whitsey,Hotel,Travel,10.71
N,3/23/20 0:00,Support,Lonnard Luipold,Internet,Operations,10.71
N,4/3/20 0:00,Sales,Roldan Jouanny,Hotel,Travel,10.71
N,7/6/20 0:00,Sales,Rutherford Muccino,Mobile,Operations,10.71
N,8/11/20 0:00,Sales,Gregorio Carmel,Dinner,Meals,10.71
N,9/8/20 0:00,Sales,Gabey Brake,Hotel,Travel,10.71
N,11/20/20 0:00,Sales,Dolorita Housego,Taxi,Travel,10.71
N,11/23/20 0:00,Sales,Helenka Lotte,Breakfast,Meals,10.71
N,1/14/20 0:00,Sales,Fran Frankton,Taxi,Travel,10.72
N,1/23/20 0:00,Engineering,Silvie Fincher,Taxi,Travel,10.72
N,3/12/20 0:00,Human Resources,Carmen Lowther,Dinner,Meals,10.72
N,7/29/20 0:00,Accounting,Eberto Blandamore,Lunch,Meals,10.73
N,9/10/20 0:00,Sales,Cati Behning,Taxi,Travel,10.73
N,9/11/20 0:00,Engineering,Cortney Gosneye,Other,Miscellaneous,10.73
N,10/17/20 0:00,Sales,Helenka Lotte,Lunch,Meals,10.73
N,6/1/20 0:00,Support,Willis Borthram,Hotel,Travel,10.74
N,11/30/20 0:00,Sales,Joli Legon,Lunch,Meals,10.74
Y,3/29/20 0:00,Support,Jacenta Conachy,Lunch,Meals,10.74
N,3/17/20 0:00,Support,Farra Duckett,Lunch,Meals,10.75
N,6/22/20 0:00,Sales,Charin Tolley,Lunch,Meals,10.75
N,6/29/20 0:00,Support,Magdalene Schoenleiter,Hotel,Travel,10.75
N,7/31/20 0:00,Sales,Gabey Brake,Hotel,Travel,10.75
N,10/5/20 0:00,Sales,Lauryn Eldershaw,Other,Miscellaneous,10.75
Y,9/28/20 0:00,Support,Myrtia Victory,Lunch,Meals,10.75
N,9/11/20 0:00,Sales,Tani Lesser,Breakfast,Meals,10.76
N,9/21/20 0:00,Engineering,Olenka Rosas,Parking,Travel,10.76
N,10/2/20 0:00,Support,Jacenta Conachy,Lunch,Meals,10.76
N,10/19/20 0:00,Support,Ellery Aucock,Lunch,Meals,10.76
N,10/28/20 0:00,Sales,Friederike Agdahl,Other,Miscellaneous,10.76
N,10/31/20 0:00,Support,Jacenta Conachy,Lunch,Meals,10.76
Y,10/17/20 0:00,Support,Gerek Axelby,Lunch,Meals,10.76
N,2/18/20 0:00,Support,Janel Hradsky,Lunch,Meals,10.77
N,4/21/20 0:00,Engineering,Sayre Zapater,Office Supplies,Operations,10.77
N,5/14/20 0:00,Support,Janel Hradsky,Breakfast,Meals,10.77
N,10/22/20 0:00,Engineering,Donni Machel,Breakfast,Meals,10.77
Y,2/12/20 0:00,Support,Rafaela Beels,Lunch,Meals,10.77
Y,2/12/20 0:00,Support,Rafaela Beels,Lunch,Meals,10.77
Y,4/8/20 0:00,Support,Delbert Giamuzzo,Lunch,Meals,10.77
Y,4/8/20 0:00,Support,Delbert Giamuzzo,Lunch,Meals,10.77
Y,4/19/20 0:00,Support,Delbert Giamuzzo,Lunch,Meals,10.77
Y,4/19/20 0:00,Support,Delbert Giamuzzo,Lunch,Meals,10.77
N,2/24/20 0:00,Sales,Daisey Todaro,Hotel,Travel,10.78
N,3/23/20 0:00,Support,Marinna Manford,Breakfast,Meals,10.78
Y,4/4/20 0:00,Support,Marshal Hicklingbottom,Dinner,Meals,10.78
Y,4/4/20 0:00,Support,Marshal Hicklingbottom,Dinner,Meals,10.78
N,2/4/20 0:00,Sales,Danie Truin,Taxi,Travel,10.79
N,3/17/20 0:00,Sales,Koral Jursch,Gasoline,Travel,10.79
N,5/10/20 0:00,Support,Nani Favel,Lunch,Meals,10.79
N,6/23/20 0:00,Support,Willis Borthram,Breakfast,Meals,10.79
N,10/31/20 0:00,Support,Jacenta Conachy,Lunch,Meals,10.79
N,12/3/20 0:00,Sales,Friederike Agdahl,Hotel,Travel,10.79
N,12/14/20 0:00,Support,Charin Tolley,Hotel,Travel,10.79
N,12/15/20 0:00,Support,Janel Hradsky,Breakfast,Meals,10.79
